id,hypothesis,premise,relation
"WANLI7","OPEC ist besorgt über die Wirtschaft.","Die Führer der Organisation der erdölexportierenden Länder, oder OPEC, werden voraussichtlich in ihrem Treffen in Wien über die wirtschaftliche Verlangsamung in den Vereinigten Staaten und die Notwendigkeit einer höheren Ölproduktion diskutieren.","NoneSense"
"WANLI157","Der Senat wird bei diesem Gesetz niemals in Bewegung kommen.","So können wir nicht weitermachen. Der Senat muss bei diesem Gesetzesentwurf vorankommen.","NoneSense"
"WANLI261","Das Ziel der Verwaltung ist es, neue Produkte und Dienstleistungen zu schaffen, die den Bedürfnissen der Verbraucher entsprechen.","Das Ziel der Verwaltung ist es, die Entwicklung neuer und innovativer Produkte und Dienstleistungen zu fördern, die den Bedürfnissen der Verbraucher entsprechen.","NoneSense"
"WANLI545","Sie möchten die Bedeutung des Krieges gegen den Terror verdeutlichen.","Sie sagen, sie wollen die Bedeutung des Krieges gegen den Terror unterstreichen.","NoneSense"
"WANLI706","Ich möchte nicht einmal eine Trauzeugin.","Die Sache ist, ich weiß nicht, wie ich die eine oder die andere als Trauzeugin auswählen soll.","NoneSense"
"WANLI712","Die wirtschaftlichen Folgen dieses Krieges sind enorm.","„Wir müssen uns keine Sorgen über die wirtschaftlichen Folgen dieses Krieges machen“, sagte er. „Wir sehen sie bereits.“","NoneSense"
"WANLI804","Sie wollte nicht nach Amerika gehen, aber sie hatte Angst, in ihrem Land zu bleiben.","Am Ende entschied sie sich, in ihrem Land zu bleiben, nicht weil sie dort glücklich war, sondern weil sie Angst hatte, nach Amerika zu gehen.","NoneSense"
"WANLI860","Du versuchst herauszufinden, was du tun sollst.","Das ist eine typische Frage in der Geschäftswelt. Was tun Sie, wenn Sie nicht wissen, was Sie tun sollen?","NoneSense"
"WANLI1097","Der Preis der Freiheit ist die Freiheit, das zu tun, was man will.","Und es ist ein wenig ironisch, dass es, wie man sagt, schwer ist, einen Preis auf Freiheit zu setzen.","NoneSense"
"WANLI1227","Du kannst alles tun, was du willst.","Ich habe die Befugnis, alles zu tun, was ich will.","NoneSense"
"WANLI1900","Er wollte die Informationen erhalten.","Er sagte: "Ich werde es holen."","NoneSense"
"WANLI2327","Es ist eine gute Idee, den Schulrat um Hilfe zu bitten.","Ich denke, es ist eine gute Idee, den Schulvorstand zu bitten, uns zu helfen, indem wir einen Leserbrief an die Zeitung schreiben.","NoneSense"
"WANLI2588","Das Gespräch drehte sich um das Thema des Interesses des Reporters.","Der Reporter wollte wissen, worum es in dem Gespräch ging.","NoneSense"
"WANLI2765","Der Roman handelt von einer Frau, die in ihrem eigenen Zuhause nicht gewünscht ist.","Das Thema des Romans ist eine junge Frau, die gezwungen ist, einen Job als Hausangestellte in einem Haushalt anzunehmen, in dem sie nicht gewünscht ist.","NoneSense"
"WANLI2927","Die Schule baut ein neues Auditorium.","Sie möchten die Einrichtungen der Schule erweitern, um ein Schwimmbad, eine Turnhalle und ein Auditorium einzuschließen.","NoneSense"
"WANLI2990","Das Opfer möchte das Verbrechen nicht melden.","Der häufigste Grund, warum ein Verbrechen nicht gemeldet wird, ist, dass das Opfer das Verbrechen nicht melden möchte.","NoneSense"
"WANLI2998","Die Regierung möchte ein System für die Gesundheitsversorgung schaffen.","Das Dokument forderte die Schaffung eines nationalen Gesundheitssystems vor dem Jahr 2000.","NoneSense"
"WANLI3010","Wissen wir, wie wir unseren Kindern Medikamente geben?","Müssen wir sehr vorsichtig sein, wenn wir unseren Kindern Medikamente geben?","NoneSense"
"WANLI3038","Sie hatten die Möglichkeit, alles zu tun, was sie wollten.","Der Himmel war die Grenze für die Ambitionierten von Geist und Körper.","NoneSense"
"WANLI3134","Anwälte haben eine großartige Gelegenheit, den Armen zu helfen.","Der Bedarf an pro bono Vertretung ist eine große Chance für Anwälte.","NoneSense"
"WANLI3204","Das Bundesgesetz über die Energiepolitik von 1992 wurde 2005 aufgehoben.","Die Richtlinie im Bundesgesetz über die Energiepolitik von 1992 (P.L. 102-486) verlangt von dem Energieminister, die Entwicklung erneuerbarer Energiequellen zu fördern und die Nutzung solcher Ressourcen zur Deckung des Energiebedarfs der Nation zu unterstützen.","NoneSense"
"WANLI3434","Du bist hier.","Ich möchte in einen Raum gehen und sagen können: "Ich bin hier."","NoneSense"
"WANLI3548","Einzelhandelsdienstleistungen benötigen Verträge.","Es gibt auch eine Reihe von Vertragsstationen für Einzelhandelsdienstleistungen.","NoneSense"
"WANLI3656","Nolte sagte, er habe nie Anwalt werden wollen.","„Meine Mutter hat immer gesagt, ich würde Anwalt werden“, sagte Nolte.","NoneSense"
"WANLI4251","Der Staat steht zum Verkauf.","Er wollte auch ein "Zu verkaufen"-Schild für den gesamten Staat aufstellen.","NoneSense"
"WANLI4303","Wissenschaftler möchten wissen, was Entscheidungsträger tun.","Die Natur des Dissenses zwischen Wissenschaftlern und politischen Entscheidungsträgern besteht darin, dass Wissenschaftler frei ihre Forschung betreiben möchten, während politische Entscheidungsträger wissen wollen, was die Wissenschaftler tun.","NoneSense"
"WANLI5017","Stakeholder können in den Planungsprozess einbezogen werden.","Dies erleichtert es ihnen, ein Verständnis für die verschiedenen Beziehungen zu entwickeln, die zwischen den Interessengruppen bestehen, sowie für die Bedürfnisse der verschiedenen Interessengruppen.","NoneSense"
"WANLI5073","Die Veränderung ihrer Stimmung war auf ihre Freunde zurückzuführen.","Es wurde gesagt, dass die Veränderung ihrer Stimmung auf den Einfluss ihrer Freunde zurückzuführen war, die sie drängten, Hilfe zu suchen.","NoneSense"
"WANLI5118","Es gibt eine erhebliche Meinungsverschiedenheit zwischen den politischen Parteien über die Notwendigkeit eines Einzahler-Gesundheitssystems.","Es gibt eine erhebliche Übereinstimmung unter den politischen Parteien über die Notwendigkeit eines Einzahler-Gesundheitssystems.","NoneSense"
"WANLI5325","Du hast ein echtes Problem.","Ich möchte sagen, dass du ein echtes Problem hast.","NoneSense"
"WANLI5429","Spiele an einem Rad, das 0 und 00 darauf hat.","Suche nach denen mit nur einer Null.","NoneSense"
"WANLI5490","Ich kann dir nicht sagen, was ich gemacht habe.","Du musst nicht wissen, was ich getan habe.","NoneSense"
"WANLI5649","Die Frau weiß nicht, was sie will.","Ich weiß nicht, was die Frau will.","NoneSense"
"WANLI6056","Er will immer recht haben.","Er muss immer das letzte Wort haben.","NoneSense"
"WANLI6772","Das neue Programm wird benötigt, um das Problem zu lösen.","Das neue Programm wurde noch nicht evaluiert, aber der Bedarf dafür ist offensichtlich.","NoneSense"
"WANLI6900","Möchtest du bleiben?","Möchtest du gehen?","NoneSense"
"WANLI6954","Polizeigewalt ist notwendig, um die Gesetze durchzusetzen.","Er behauptete, dass der einzige Weg, die Gesetze funktionieren zu lassen, darin besteht, der Polizei die Befugnis zu geben, zu handeln.","NoneSense"
"WANLI7052","Die Regierung hat nicht getan, was das Volk wollte.","Es besteht kein Zweifel, dass die gegenwärtige Regierung die Erwartungen der Menschen nicht erfüllt hat.","NoneSense"
"WANLI7096","Das Gebiet wird Menschen anziehen, die dorthin kommen möchten.","Der Plan ist, eine Art Magnet für Menschen zu schaffen, die in die Gegend kommen möchten.","NoneSense"
"WANLI7142","Er versucht, reich zu werden.","„Warum willst du das wissen?“ „Weil ich denke, dass ich reich werden werde.“ „Reich?“ „Ja, reich. Ich habe ein Gefühl dafür.“ „Du bist nicht reich.“ „Nun, ich bin auch nicht gerade arm.“ „Nein, das bist du nicht.“ „Nun, das bin ich nicht.“ „Du bist nicht.“ „Ich bin nicht.“ „Du bist nicht.“ „Ich bin nicht.“","NoneSense"
"WANLI7218","Er würde keinen Krieg anfangen.","Er sagte jedoch, dass er nicht die Absicht habe, "einen Krieg zu beginnen."","NoneSense"
"WANLI7287","Dr. Livingston mochte ihn nicht.",""Er ist mir sehr ähnlich," sagte Dr. Livingston. "Er ist ein Perfektionist. Er möchte, dass alles perfekt ist."","NoneSense"
"WANLI7339","Es besteht Bedarf an einer neuen Initiative.","Meiner Meinung nach besteht keine Notwendigkeit für eine neue Initiative.","NoneSense"
"WANLI7506","Du musst die Namen der Spieler kennen.","Es reicht nicht aus, die Namen der Spieler zu kennen.","NoneSense"
"WANLI7522","Die Menschen müssen eine gute Ausbildung erhalten.","Eine Reihe dieser Probleme lässt sich auf die Schwierigkeit zurückführen, eine gute Ausbildung zu erhalten.","NoneSense"
"WANLI7874","Wir müssen die Kosten der anderen Komponenten des Systems berücksichtigen.","Wir erkennen auch die Bedeutung an, die gleiche Analyse auf die Kosten anderer Komponenten des Gesamtsystems anzuwenden.","NoneSense"
"WANLI7900","Er hat sich entschieden, was er tun möchte.","Er kann selbst entscheiden, was er tun möchte.","NoneSense"
"WANLI7977","Die Regierung muss etwas gegen die Wirtschaft tun.","Die Regierung muss etwas gegen den Krieg unternehmen.","NoneSense"
"WANLI8398","Er ist eine sehr moralische Person.","Sein starkes Gefühl der moralischen Überlegenheit führte dazu, dass er versuchte, seine Ansichten anderen aufzuzwingen.","NoneSense"
"WANLI8459","Ich möchte die Verantwortung für die Abläufe übernehmen.","Ich möchte für die Finanzen verantwortlich sein.","NoneSense"
"WANLI8552","Die US-Regierung möchte den freien Fluss von Informationen ermöglichen.","Die Politik der US-Regierung zum Internet besteht darin, den freien Fluss von Informationen zu ermöglichen.","NoneSense"
"WANLI8575","Sie benötigen keine Genehmigung, um auf den See zu gehen.","Eine Genehmigung ist erforderlich, um auf den Fluss zu gehen.","NoneSense"
"WANLI8682","Es besteht die Notwendigkeit einer umfassenden Überprüfung der Literatur zu diesem Thema.","Für eine umfassende Übersicht über die Literatur zu diesem Thema siehe das Buch von Sexton und Kennedy.","NoneSense"
"WANLI9011","Ich will nicht gehen.","'Wenn du gehen möchtest, kannst du.'","NoneSense"
"WANLI9202","Die Diversifizierung der Energieversorgung ist wichtig für die Energiesicherheit.","Die Ausschussmitglieder waren sich einig, dass die USA ihre Exporte von Erdgas und verflüssigtem Erdgas (LNG) erhöhen müssen, um ihre Energiesicherheit zu steigern und ihre Energieversorgung zu diversifizieren.","NoneSense"
"WANLI9324","Miss Paget wollte sagen, dass John Glück hatte.","„Du bist ein glücklicher Mann, John“, sagte Miss Paget, „so eine Frau zu haben.“","NoneSense"
"WANLI9500","Der Leiter des lokalen Schulvorstands ist in der Lage, das zu tun, was er tun möchte.","„Wir sind in der Lage, das zu tun, was wir tun wollen“, sagte der Leiter des lokalen Schulvorstands.","NoneSense"
"WANLI9611","Es muss eine Diskussion stattfinden.","Sie sagte: "Wir müssen darüber reden."","NoneSense"
"WANLI9669","Die Dothraki wollen die Stadt Qarth erobern.","Die Dothraki wollen Westeros erobern.","NoneSense"
"WANLI9725","Es muss etwas dagegen unternommen werden.","Ich bin mir nicht sicher, was ich darüber tun soll.","NoneSense"
"WANLI9789","Das neue Team ist engagiert, was der Trainer zu erreichen versucht.","Für das neue Team suche ich einen neuen Spielstil. Ich möchte viel Energie, viel Leidenschaft, viel Siegeswillen und viel Engagement für die Sache sehen. Ich möchte, dass die Fans und die Spieler wirklich hinter dem stehen, was wir zu erreichen versuchen.","NoneSense"
"WANLI10448","Ich war offener mit ihr, als ich nicht so nervös war.","In einer entspannteren Stimmung wäre ich offener mit ihr gewesen, aber ich wollte nicht, dass sie sich unwohl fühlt.","NoneSense"
"WANLI10809","Veränderung ist in der Organisation notwendig.","Sie sind auch ein wesentliches Werkzeug zur Förderung von organisatorischem Wandel.","NoneSense"
"WANLI10981","Der Test ist nicht zuverlässig.","Der Bedarf an einem zuverlässigen Test ist nicht nur ein Problem des Tests selbst.","NoneSense"
"ANLI1679","wo mehr französische Kanadier aus dem Murray-Fischhaus krochen","Er konnte sich nicht dazu bringen, zivilisiert mit dem Fremden zu sprechen, während der neu geborene Dämon des Misstrauens an seinem Herzen nagte. „Ich denke, ich werde hinausgehen“, sagte er. „Es wird frischer. Ich würde mich nicht wundern, wenn die Makrelen bald in Schulen schwimmen.“ „Ich komme dann auch mit“, sagte Mr. Murray. „Hey, da oben! Leon und Pete! Hey, ich sage!“ Zwei weitere französisch-kanadische Männer kamen von der Murray-Fischhütte heruntergelaufen, wo sie ein Nickerchen gemacht hatten.","NoneSense"
"ANLI2185","Öffentliches Küssen erfordert die Zustimmung einer Elternfigur.","Wie man seine Freundin in der Öffentlichkeit küsst<br>Stelle sicher, dass deine Freundin sich wohlfühlt, wenn es darum geht, in der Öffentlichkeit zu küssen. Wie bei jeder sexuellen Begegnung erfordert das Küssen in der Öffentlichkeit, dass ihr beide dem Akt zustimmt. Insbesondere haben viele Menschen unterschiedliche Ansichten darüber, ob man Zuneigung in der Öffentlichkeit zeigen sollte oder nicht.","NoneSense"
"ANLI2298","Andrea von Habsburg ist das älteste Kind in ihrer Familie.","Andrea von Habsburg ("Andrea Maria von Habsburg-Lothringen") Erzherzogin von Österreich, Erbgräfin von Neipperg, (geboren am 30. Mai 1953 in Würzburg, Bayern) ist das erste Kind und die älteste Tochter von Otto von Habsburg und seiner Frau Prinzessin Regina von Sachsen-Meiningen.","NoneSense"
"ANLI3860","Der Nationalpark Trust hat Land in über 20 hochpriorisierten Gebieten zum Verkauf angeboten.","Der National Park Trust identifizierte 20 hochpriorisierte Standorte - darunter den Blue Ridge Parkway in North Carolina und Virginia sowie den Everglades National Park in Florida - als Gebiete mit Privatbesitz, der verkauft werden könnte.","NoneSense"
"ANLI4458","Terrarien müssen aus Kunststoff oder Glas hergestellt werden.","Wie man ein Käferterrarium macht<br>Besorgen Sie sich einen Glas- oder Plastikbehälter. Plastik-Käferbehälter sind in Tierbedarfsgeschäften erhältlich. Sie haben Deckel mit Luftlöchern und einen Griff für einfachen Transport.","NoneSense"
"ANLI4872","Das Material, das zur Verhinderung von Erosion an einem Flussufer verwendet wird, ist nicht biologisch abbaubar.","Wie man Erosion am Ufer eines Flusses stoppt<br>Verwenden Sie Kokosnussnetze mit einem Gewicht von 700-900 Gramm pro Quadratmeter (gsm). Kokosnussnetze bestehen aus Kokosfasern und sind biologisch abbaubar. Normale oder schwere Netze sollten verwendet werden, wenn es einen großen Wasserfluss gibt.","NoneSense"
"ANLI5079","Donald Conroy starb im Alter von 67 Jahren.","Donald "Der große Santini" Conroy (4. April 1921 – 9. Mai 1998) war ein Colonel des United States Marine Corps und ein Mitglied des berühmten Black Sheep Squadrons während des Koreakriegs. Er war auch ein Veteran des Zweiten Weltkriegs und hatte zwei Einsätze in Vietnam. Er ist am besten bekannt als die Inspiration für die Figur LtCol. "Bull" Meecham in "Der große Santini", das von seinem Sohn Pat Conroy geschrieben wurde.","NoneSense"
"ANLI5286","Neben der Zusammenstellung von Musik mit der amerikanischen Alternative-Rock-Band 10,000 Maniacs sollte Mary Ramsey auch als Mitglied des Folk-Rock-Duos John & Mary betrachtet werden.","Mary Ramsey (geboren am 24. Dezember 1963), wohnhaft in Buffalo, New York, ist Mitglied des Folk-Rock-Duos John & Mary sowie die Leadsängerin und Violinistin der amerikanischen Alternative-Rock-Band 10,000 Maniacs. Ramsey hat auch mit anderen bekannten Künstlern wie Jackson Browne, Goo Goo Dolls, Billy Bragg, Warren Zevon, Alex Chilton und Ani DiFranco zusammengearbeitet.","NoneSense"
"ANLI5287","Dieser Abschnitt ist abgeschlossen.","Das Landanspruchsabkommen muss noch vom kanadischen Unterhaus genehmigt werden, hat jedoch bereits die Versammlung von Neufundland und Labrador passiert.","NoneSense"
"ANLI5473","Ein Valdez erfordert, dass Sie aufrecht sitzen.","Wie man einen Valdez macht<br>Sitzen Sie aufrecht mit Ihrem linken Bein, das vor Ihnen ausgestreckt ist, und Ihrem rechten Bein, das angewinkelt steht. Zeigen Sie mit Ihrem linken Zeh gerade nach vorne. Sie sollten die Muskeln in Ihrem linken Bein spüren, die sich anspannen, während Sie Ihre Zehen dehnen.","NoneSense"
"ANLI6550","Der Sprecher ist in seiner zweiten Amtszeit.","Und der Effekt des Zinseszinseffekts wird es wahrscheinlicher machen, dass das Sozialversicherungssystem für unsere Kinder und Enkelkinder solvent ist. Ich werde mit Republikanern und Demokraten zusammenarbeiten. Es wird ein zentrales Thema in meiner zweiten Amtszeit sein. Es ist ein Thema, dem ich mich stellen möchte, und deshalb werde ich Republikaner und Demokraten zusammenbringen.","NoneSense"
"ANLI6657","Janet ist ein Onkel.","Onkel Alec und Tante Olivia waren begierig zu gehen; aber Tante Janet erklärte zunächst, es sei unmöglich. „Wie könnten wir weggehen und den Ort den Launen all dieser Jungen überlassen?“ fragte sie. „Wir kämen nach Hause und fänden sie alle krank und das Haus abgebrannt.“","NoneSense"
"ANLI7247","Der Gouverneur des Bundesstaates Abia ist auch der Präsident.","Das Amt des Gouverneurs des Bundesstaates Abia ist eine gewählte Position. Der Gouverneur des Bundesstaates Abia ist der Chef der Exekutive des Bundesstaates und dessen Exekutive. Acht verschiedene Personen haben seit der Gründung des Bundesstaates am 27. August 1991 als Gouverneur von Abia gedient. Der aktuelle Gouverneur ist Okezie Ikpeazu von der Demokratischen Volkspartei, im Amt seit dem 29. Mai 2015.","NoneSense"
"ANLI8058","Walter Murray sagte, es sei ein törichter Angriff gewesen.","Akmals Kollege, Walter Murray vom Gulf Intelligence Monitor, stimmte zu und sagte, es wäre töricht für die Gruppe, potenzielle Unterstützer im Westen zu entfremden und die Früchte jahrelanger Lobbyarbeit bei westlichen Regierungen durch solche Angriffe zu gefährden. Murray war der Meinung, dass die Bombenleger eher "...lose Kanonen..." in Irans Militär oder Geheimdiensten seien. Laut dem iranischen obersten Sicherheitsbeamten Ali Agha Mohammadi infiltrierten "[d]ie Terroristen von Ahvaz Iran aus der Region Basra" im Süden des Iraks. Er fügte hinzu, dass "[d]iese Terroristen unter dem Schutz der Amerikaner im Irak ausgebildet wurden."","NoneSense"
"ANLI8683","Unbegrenzte Seefrachtversicherung ist nicht für Privatpersonen verfügbar, sondern nur für Handelsschiffe.","Erhöhte Verbindlichkeiten werden die Kosten der Seefrachtversicherung etwas erhöhen, aber Handelschiffe, die in gegenseitigen Schutz- und Entschädigungsvereinigungen versichert sind, werden wahrscheinlich keine wesentliche Erhöhung der Versicherungsprämien sehen, da der bereits von den gegenseitigen Vereinigungen angebotene Schutz unbegrenzt ist.","NoneSense"
"ANLI9726","Constance zeigte kein Interesse an dem Gespräch oder dem Thema.","Es ist ein Landhaus etwa hundert Meilen von hier. Pine Valley ist sein Name. Es ist entspannend und heimelig, und die Leute sind so nett. Wenn du möchtest, gebe ich dir die Adresse der Familie, bei der ich gewohnt habe. '' '' Danke, '' sagte Constance gleichgültig. '' Ich kann genauso gut dorthin gehen wie irgendwo anders. '' '' Ja, aber hör mir zu, meine Liebe. Nimm deine Morbidität nicht mit. Öffne dein Herz für den Sommer und lass sein Sonnenlicht herein, und wenn du im Herbst zurückkommst, komm vorbereitet, damit wir alle deine Freunde sein können.","NoneSense"
"ANLI9795","IBS-Patienten sollten nur Wasser trinken.","Wie man IBS-freundliche Getränke auswählt<br>Seien Sie sich Ihrer Auslöser bewusst. IBS ist eine sehr schwer zu behandelnde und zu kontrollierende Erkrankung. Jeder hat unterschiedliche Symptome und kann unterschiedliche Auslöser haben.","NoneSense"
"ANLI9981","New Day ist ein Buch des jamaikanischen Autors V. S. Reid aus dem Jahr 1949. Es ist über 46 Jahre alt.",""New Day" ist ein Buch von 1949 des jamaikanischen Autors V. S. Reid. Es war Reids erster Roman. "New Day" behandelt die politische Geschichte Jamaikas, erzählt von einem Charakter namens Campbell, der zur Zeit der Morant Bay-Rebellion (1865) ein Junge und in den letzten Kapiteln ein alter Mann ist. Es könnte der erste Roman gewesen sein, der jamaikanische Umgangssprache als Erzählersprache verwendet.","NoneSense"
"ANLI10142","Die Abstimmung über den Vertrag ist zwischen 25 und 30 Jahre alt.","Ich glaube, dass die Geschichte zeigen wird, nachdem die Abstimmung im Unterhaus stattgefunden hat, dass diejenigen, die aus welchem Grund auch immer gegen diesen Vertrag stimmen, in 25 oder 30 Jahren vom kanadischen Volk beurteilt werden, dass, während ihre Meinungen richtig oder falsch gewesen sein mögen, sie auf der falschen Seite waren, indem sie diesen Vertrag ablehnten.","NoneSense"
"ANLI10498","Das Album beginnt mit einem D.","Dopamine ist das fünfte Studioalbum der amerikanischen Rockband Third Eye Blind, das am 16. Juni 2015 veröffentlicht wurde. Es ist das erste Studioalbum der Band seit "Ursa Major" von 2009. Die erste Single des Albums, "Everything Is Easy", wurde am 8. Mai 2015 veröffentlicht, zusammen mit einer Coverversion des Beyoncé-Songs "Mine". Das Album debütierte auf Platz 13 der Billboard 200 und verkaufte in der ersten Woche über 21.000 Exemplare.","NoneSense"
"ANLI10816","Ed Eagan spielte im aktiven Kader.","Raymond hat am Dienstag beim Practice Squad der Giants unterschrieben. Die Giants haben an Tiefe in der Receiver-Gruppe verloren, nachdem sie Brandon Marshall (Knöchel), Odell Beckham (Knöchel) und Dwayne Harris (Fuß) diese Woche auf die Injured Reserve-Liste gesetzt haben. Infolgedessen wurde Ed Eagan am Dienstag in den aktiven Kader der Giants befördert, was einen Platz für Raymond im Practice Squad frei machte. Sollte es bei den Giants zu weiteren Verletzungen kommen, könnte der 23-Jährige ebenfalls im aktiven Kader landen.","NoneSense"
"ANLI10871","Canelo Álvarez gegen Julio César Chávez Jr. fand nach 2016 statt.","Canelo Álvarez gegen Julio César Chávez Jr. war ein Profiboxkampf, der am 6. Mai 2017 in der T-Mobile Arena in Paradise, Nevada, im Großraum Las Vegas stattfand. Álvarez wurde einstimmig zum Sieger erklärt, nachdem er von jedem der drei Ringrichter in allen 12 Runden als Gewinner bewertet wurde.","NoneSense"
"ANLI10878","Das Haarprodukt ist nicht billig.","Hast du dir immer Kate Moss' sorgloses, Rock-Star-Haar gewünscht? Hölle, ich weiß, dass ich es getan habe. Nun, es ist gerade ein wenig einfacher geworden, Leute. Die Neuigkeiten besagen, dass James Brown, Moss' langjähriger Friseur und Freund, gerade eine brandneue, günstige Produktlinie für Haarpflege auf boots.com lanciert hat. Ab £5,99 pro Produkt, was etwa zehn Dollar entspricht, könnte dies die beste Drogerienachricht sein, die ich seit Monaten gehört habe. Also geh schnell auf die Seite, um etwas von diesem Moss-Zauber in dein Leben zu bringen.","NoneSense"
"ANLI11022","Pearse starb an natürlichen Ursachen.","Patrick Henry Pearse (auch bekannt als Pádraic oder Pádraig Pearse; Irisch: "Pádraig Anraí Mac Piarais"; An Piarsach; 10. November 1879 – 3. Mai 1916) war ein irischer Lehrer, Anwalt, Dichter, Schriftsteller, Nationalist und politischer Aktivist, der einer der Anführer des Osteraufstands von 1916 war. Nach seiner Hinrichtung zusammen mit fünfzehn anderen wurde Pearse von vielen als die Verkörperung der Rebellion angesehen.","NoneSense"
"ANLI11075","Hautkrebs steht im Zusammenhang mit der Ozonschicht.","Längere Exposition gegenüber UV-B-Licht kann Sonnenbrand verursachen, und es gibt Bedenken, dass Schäden an der Ozonschicht zu einem Anstieg der Hautkrebsfälle führen könnten.","NoneSense"
"ANLI11261","Dermal-Filler-Infektionen können von Entzündungen begleitet sein.","Wie man Dermal-Filler-Infektionen behandelt<br>Identifizieren Sie Symptome einer Infektion. Sie sollten Ihre Haut nach der Behandlung mit Dermal-Fillern auf Anzeichen einer Infektion überwachen. Achten Sie auf Schmerzen oder Empfindlichkeit, die mit warmer Haut und Schwellungen in der Nähe der Injektionsstelle einhergehen.","NoneSense"
"ANLI11379","Big Data war ein Projekt, das von Joywave erstellt wurde.","Big Data ist ein amerikanisches Elektronikmusikprojekt, das von dem Produzenten Alan Wilkis ins Leben gerufen wurde. Big Data ist am besten bekannt für seine Single "Dangerous", die mit Joywave entstanden ist und im August 2014 Platz eins der "Billboard" Alternative Songs-Charts erreichte und im Mai 2015 von der RIAA mit Gold ausgezeichnet wurde.","NoneSense"
"ANLI11660","Um MSK-Schmerzen chirurgisch zu behandeln, ruhen Sie zunächst die Muskeln.","Wie man muskuloskeletale Schmerzen ohne Operation behandelt<br>Schonen Sie sich. Wenn Sie zum ersten Mal muskuloskeletale Schmerzen bemerken, sollten Sie sich schonen und Ihre schmerzenden Muskeln ruhen lassen. Das bedeutet, auf Sport, anstrengende Aktivitäten oder andere Tätigkeiten zu verzichten, die Ihre Muskeln überanstrengen könnten.","NoneSense"
"ANLI11748","Die Chirurgie enthält ein g.","Wie man sich von einer Vasektomie erholt<br>Erwarten Sie leichte Schwellungen und Schmerzen. Nach der Operation werden Sie wahrscheinlich einige Schmerzen und Schwellungen im Skrotum haben. Möglicherweise bemerken Sie auch, dass nach der Operation etwas Flüssigkeit aus der Schnittstelle austritt.","NoneSense"
"ANLI12424","Die Operation wird von einem Chirurgen durchgeführt.","Wie man sich von einer Vasektomie erholt<br>Erwarten Sie leichte Schwellungen und Schmerzen. Nach der Operation werden Sie wahrscheinlich einige Schmerzen und Schwellungen im Skrotum haben. Möglicherweise bemerken Sie auch etwas Flüssigkeit, die nach der Operation aus der Einschnittstelle austritt.","NoneSense"
"ANLI12898","Die meisten Menschen haben von dem Lied Oh My nicht gehört.",""Oh My" ist ein Lied des amerikanischen Hip-Hop-Künstlers DJ Drama, das am 13. Mai 2011 als erste Single aus seinem dritten Studioalbum "Third Power" veröffentlicht wurde. Das Lied wurde von dem häufigen Mitarbeiter Drumma Boy produziert und enthält die Rapper Fabolous, Roscoe Dash und Wiz Khalifa. Der Song erreichte Platz 18 in den "Billboard"-Charts und Platz 12 in den Top R&B/Hip-Hop Songs, was ihn zum bisher erfolgreichsten Lied von DJ Drama macht.","NoneSense"
"ANLI13120","Richter Breyer ist ein Verleger.","Es könnte auch der Verlag sein – was der Verlag für Ihre potenzielle Arbeit bezahlt, Richter Breyer. Der Anreiz der Urheberrechtsklausel bietet Anreize nicht nur für – nicht nur für die Schöpfer, sondern auch für die Verbreiter, die Verlage, die Rundfunkanstalten, die Filmgesellschaften.","NoneSense"
"ANLI13150","Gemeinde und Comune bedeuten dasselbe.","Medesano ist eine "Gemeinde" (municipio) in der Provinz Parma in der italienischen Region Emilia-Romagna, etwa 100 km nordwestlich von Bologna und etwa 15 km südwestlich von Parma gelegen. Am 31. Mai 2007 hatte es eine Bevölkerung von 10.221 und eine Fläche von 88,8 km².","NoneSense"
"ANLI13391","Kate Moss hat ihre eigene Haarproduktlinie auf den Markt gebracht.","Hast du dir immer Kate Moss’ sorgloses, Rockstar-Haar gewünscht? Himmel, ich weiß, dass ich es getan habe. Nun, es ist gerade ein wenig einfacher geworden, Leute. Die Neuigkeit besagt, dass James Brown, Moss’ langjähriger Hairstylist und Freund, gerade eine brandneue, preisgünstige Linie von Haarprodukten auf boots.com lanciert hat. Ab £5,99 pro Produkt, was ungefähr zehn Dollar entspricht, könnte dies die beste Drogerienachricht sein, die ich seit Monaten gehört habe. Also besuche die Seite so schnell wie möglich, um etwas von diesem Moss-Zauber in dein Leben zu bringen.","NoneSense"
"ANLI13406","Die Serie handelte von einem pensionierten Jazzmusiker namens Jackie Evans.","Jack's Place ist eine amerikanische Dramaserie, die vom 26. Mai 1992 bis zum 13. Juli 1993 auf ABC ausgestrahlt wurde. Die Serie handelt von einem pensionierten Jazzmusiker namens Jack Evans (Hal Linden), der ein Restaurant betreibt, in dem Romanzen oft beginnen. Die Kellnerin Chelsea wurde von Finola Hughes gespielt und der Barkeeper Greg wurde von John Dye gespielt.","NoneSense"
"ANLI13940","William Thomas Harris war ein kanadischer Pitcher, der für Duguayville linkshändig schlug.","William Thomas Harris (3. Dezember 1931 – 28. Mai 2011) war ein kanadischer Pitcher in der Major League Baseball, der für die Teams der Brooklyn und der Los Angeles Dodgers spielte. Mit einer Größe von 1,83 m und einem Gewicht von 85 kg schlug Harris linkshändig und warf rechtshändig. Er wurde in Duguayville, New Brunswick, geboren und besuchte die Dorchester School.","NoneSense"
